ChangeN,ChangeC,PB,Tmax,Tmin,Tave,Crop,WPCT,WPNT,FCT,FNT,RCT,RNT,SCCT,SCNT,IrrigationCT,IrrigationNT,ST,Latitude,Longitude,NTyear
-0.003478261,0,455.5326284,26.40578141,-0.38818465,12.57272716,wheat.winter,1,1,1,1,0,0,3,3,2,2,4,45.83,17.43,2
0.036900369,1,20.99434026,29.85384837,-4.199635659,13.27272723,wheat.winter,1,1,1,1,0,0,3,3,2,2,4,45.83,17.43,4
0.172727273,1,-353.2667675,27.16996519,8.978703653,16.2833333,soybean,1,1,0,0,0,0,0,1,1,1,4,45,9.7,6
-0.024242424,0,-353.2667675,27.16996519,8.978703653,16.2833333,soybean,1,1,0,0,0,0,0,1,1,1,4,45,9.7,6
0.223049956,1,231.2953965,23.7965147,5.489643351,13.49999986,maize,1,1,1,1,1,1,0,0,2,2,4,19.52,-98.83,3
0.072055255,1,231.2953965,23.7965147,5.489643351,13.49999986,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,3
-0.034546719,0,231.2953965,23.7965147,5.489643351,13.49999986,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,3
-0.057079646,0,231.2953965,23.7965147,5.489643351,13.49999986,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,3
-0.06003986,0,231.2953965,23.7965147,5.489643351,13.49999986,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,3
-0.089636608,0,231.2953965,23.7965147,5.489643351,13.49999986,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,3
-0.244975557,0,231.2953965,23.7965147,5.489643351,13.49999986,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,3
0.270193773,1,304.6281465,24.19251276,6.467572021,12.99999986,maize,1,1,1,1,1,1,0,0,2,2,4,19.52,-98.83,4
0.164713015,1,304.6281465,24.19251276,6.467572021,12.99999986,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,4
-0.051685393,0,304.6281465,24.19251276,6.467572021,12.99999986,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,4
-0.102129419,0,304.6281465,24.19251276,6.467572021,12.99999986,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,4
-0.108113392,0,304.6281465,24.19251276,6.467572021,12.99999986,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,4
-0.168312285,0,304.6281465,24.19251276,6.467572021,12.99999986,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,4
-0.363687997,0,304.6281465,24.19251276,6.467572021,12.99999986,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,4
0.299084435,1,406.8528756,24.50043118,6.991382853,13.44285706,maize,1,1,1,1,1,1,0,0,2,2,4,19.52,-98.83,5
-0.023781213,0,406.8528756,24.50043118,6.991382853,13.44285706,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,5
-0.135849057,0,406.8528756,24.50043118,6.991382853,13.44285706,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,5
-0.261682243,0,406.8528756,24.50043118,6.991382853,13.44285706,maize,1,1,1,1,0,0,0,1,2,2,4,19.52,-98.83,5
-0.526350033,0,406.8528756,24.50043118,6.991382853,13.44285706,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,5
-0.526350033,0,406.8528756,24.50043118,6.991382853,13.44285706,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,5
-0.569272977,0,406.8528756,24.50043118,6.991382853,13.44285706,maize,1,1,1,1,0,0,0,0,2,2,4,19.52,-98.83,5
-0.002241766,0,-330.4955738,22.96478075,3.241814449,13.50000014,wheat.winter,1,1,1,1,1,1,0,0,1,1,4,19.52,-98.83,2
-0.07392927,0,-330.4955738,22.96478075,3.241814449,13.50000014,wheat.winter,1,1,1,1,1,1,0,1,1,1,4,19.52,-98.83,2
0.408698778,1,-347.9377034,23.7965147,4.062869164,14.21428558,wheat.winter,1,1,1,1,1,1,0,0,0,0,4,19.52,-98.83,3
0.248326055,1,-347.9377034,23.7965147,4.062869164,14.21428558,wheat.winter,1,1,1,1,1,1,0,1,0,0,4,19.52,-98.83,3
0.073492775,1,-347.9377034,23.7965147,4.062869164,14.21428558,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,19.52,-98.83,3
0.022352045,1,-347.9377034,23.7965147,4.062869164,14.21428558,wheat.winter,1,1,1,1,1,1,0,0,0,0,4,19.52,-98.83,3
-0.004926108,0,-347.9377034,23.7965147,4.062869164,14.21428558,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,19.52,-98.83,3
0.081936246,1,-315.3398644,24.19251276,3.41188197,14.31428569,wheat.winter,1,1,1,1,1,1,0,0,1,1,4,19.52,-98.83,4
0.047277556,1,-315.3398644,24.19251276,3.41188197,14.31428569,wheat.winter,1,1,1,1,1,1,0,0,1,1,4,19.52,-98.83,4
-0.009951663,0,-315.3398644,24.19251276,3.41188197,14.31428569,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,19.52,-98.83,4
-0.066172713,0,-315.3398644,24.19251276,3.41188197,14.31428569,wheat.winter,1,1,1,1,1,1,0,1,1,1,4,19.52,-98.83,4
-0.115211043,0,-315.3398644,24.19251276,3.41188197,14.31428569,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,19.52,-98.83,4
0.007398274,1,-336.3188158,24.50043118,4.645419213,15.12857137,wheat.winter,1,1,1,1,1,1,0,0,0,0,4,19.52,-98.83,5
-0.052631579,0,-336.3188158,24.50043118,4.645419213,15.12857137,wheat.winter,1,1,1,1,1,1,0,1,0,0,4,19.52,-98.83,5
-0.089611245,0,-336.3188158,24.50043118,4.645419213,15.12857137,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,19.52,-98.83,5
-0.149881898,0,-336.3188158,24.50043118,4.645419213,15.12857137,wheat.winter,1,1,1,1,1,1,0,0,0,0,4,19.52,-98.83,5
-0.234339793,0,-336.3188158,24.50043118,4.645419213,15.12857137,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,19.52,-98.83,5
0.489292667,1,-287.8000755,24.5204389,2.949668638,13.98571437,wheat.winter,1,1,1,1,1,1,0,0,1,1,4,19.52,-98.83,6
0.357315307,1,-287.8000755,24.5204389,2.949668638,13.98571437,wheat.winter,1,1,1,1,1,1,0,1,1,1,4,19.52,-98.83,6
0.223048327,1,-287.8000755,24.5204389,2.949668638,13.98571437,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,19.52,-98.83,6
0.160194175,1,-287.8000755,24.5204389,2.949668638,13.98571437,wheat.winter,1,1,1,1,1,1,0,0,1,1,4,19.52,-98.83,6
0.154158215,1,-287.8000755,24.5204389,2.949668638,13.98571437,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,19.52,-98.83,6
0.2,1,86.30229672,28.25201613,5.28297129,18.5999999,soybean,1,1,1,1,0,0,3,3,2,2,4,41.22,-83.77,10
0.130434783,1,86.30229672,28.25201613,5.28297129,18.5999999,soybean,1,1,1,1,0,0,3,3,2,2,4,41.22,-83.77,10
0.090909091,1,86.30229672,28.25201613,5.28297129,18.5999999,soybean,1,1,1,1,0,0,3,3,2,2,4,41.22,-83.77,10
0.2,1,86.30229672,28.25201613,5.28297129,18.5999999,soybean,1,1,1,1,0,0,3,3,2,2,4,41.22,-83.77,10
0.130434783,1,86.30229672,28.25201613,5.28297129,18.5999999,soybean,1,1,1,1,0,0,3,3,2,2,4,41.22,-83.77,10
0.090909091,1,86.30229672,28.25201613,5.28297129,18.5999999,soybean,1,1,1,1,0,0,3,3,2,2,4,41.22,-83.77,10
-0.283561644,0,867.8061061,31.36874094,16.42649638,25.96666654,maize,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,3
-0.322332377,0,421.429694,30.80348255,15.64811707,26.29999987,maize,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,6
0.049196141,1,155.1699557,29.34541961,16.69588521,26.08333302,maize,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,10
-0.023654917,0,275.7828492,31.52832031,17.4372111,27.03333346,maize,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,14
-0.234559453,0,560.6126586,30.74439067,19.56730754,26.99999968,maize,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,18
-0.035974304,0,368.1924766,31.14505497,17.61165365,25.66666667,maize,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,22
-0.237414543,0,483.1407466,30.94824437,17.92393595,26.19999981,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,1
-0.364175563,0,483.1407466,30.94824437,17.92393595,26.19999981,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,1
0,0,113.0194489,30.57745952,17.32327271,26.26666673,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,2
-0.057692308,0,113.0194489,30.57745952,17.32327271,26.26666673,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,2
0.043803419,1,867.8061061,31.36874094,16.42649638,25.96666654,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,3
-0.065299924,0,415.9842232,31.19750386,17.27340698,26.03333346,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,4
-0.138933121,0,415.9842232,31.19750386,17.27340698,26.03333346,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,4
0.090909091,1,419.4735045,31.35441691,17.7084432,26.78333346,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,5
0.043463021,1,419.4735045,31.35441691,17.7084432,26.78333346,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,5
0.111543909,1,421.429694,30.80348255,15.64811707,26.29999987,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,6
0.324444444,1,183.3868489,30.05791646,17.68686117,26.01666673,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,7
0.099370653,1,183.3868489,30.05791646,17.68686117,26.01666673,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,7
0.25314778,1,600.5257441,29.58085977,16.00595296,26.13333289,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,8
0.142441014,1,600.5257441,29.58085977,16.00595296,26.13333289,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,8
0.066918002,1,641.6062697,30.2310476,18.10388794,26.53333346,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,9
-0.011088416,0,641.6062697,30.2310476,18.10388794,26.53333346,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,9
-0.161930712,0,155.1699557,29.34541961,16.69588521,26.08333302,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,10
0.124526101,1,-49.39713296,30.02566627,16.95298665,25.41666667,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,11
0.11633741,1,-49.39713296,30.02566627,16.95298665,25.41666667,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,11
1.046301864,1,355.2689442,30.17105989,18.94747518,26.38333352,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,12
0.963054187,1,355.2689442,30.17105989,18.94747518,26.38333352,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,12
0.200640342,1,469.8048626,33.28301411,19.07520713,27.56666724,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,13
0.158129176,1,469.8048626,33.28301411,19.07520713,27.56666724,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,13
0.175843694,1,275.7828492,31.52832031,17.4372111,27.03333346,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,14
0.322478157,1,252.6318091,30.87809385,18.39430135,26.28333314,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,15
0.247931149,1,252.6318091,30.87809385,18.39430135,26.28333314,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,15
0.700958466,1,196.6503688,30.65749433,19.15702311,27.10000038,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,16
0.408834104,1,196.6503688,30.65749433,19.15702311,27.10000038,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,16
0.801495581,1,123.9783701,30.31555373,17.65344442,26.38333321,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,17
0.208941176,1,123.9783701,30.31555373,17.65344442,26.38333321,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,17
0.843526171,1,560.6126586,30.74439067,19.56730754,26.99999968,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,18
0.534674658,1,530.2141357,31.07670544,17.7557902,25.85000006,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,19
0.093908629,1,530.2141357,31.07670544,17.7557902,25.85000006,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,19
1.277629827,1,200.699419,32.14786653,17.35024414,26.60000006,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,20
0.805,1,200.699419,32.14786653,17.35024414,26.60000006,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,20
0.800469484,1,724.9044921,31.79579264,17.3613505,26.29999955,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,21
0.394984326,1,724.9044921,31.79579264,17.3613505,26.29999955,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,21
0.294367284,1,368.1924766,31.14505497,17.61165365,25.66666667,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,22
0.124683773,1,65.61114652,32.860461,17.39610799,26.3166666,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,23
0.12173913,1,65.61114652,32.860461,17.39610799,26.3166666,soybean,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,23
0.065252855,1,356.0214516,29.68433431,11.11676911,18.11428574,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,2
-0.1052,0,-24.00995924,29.06374827,11.26544977,19.17142841,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,3
-0.23521682,0,116.7333518,29.85309041,12.04282023,19.90000016,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,6
-0.026043661,0,-13.78567999,28.1085673,10.81355236,19.10000011,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,8
-0.112225222,0,-13.78567999,28.1085673,10.81355236,19.10000011,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,8
0.509578544,1,321.7737199,28.30814819,12.67796326,19.35714299,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,9
0.395629239,1,321.7737199,28.30814819,12.67796326,19.35714299,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,9
-0.106389578,0,443.9285573,25.9702535,12.42003988,18.79999992,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,10
-0.080742987,0,51.26574206,28.09382528,12.93199666,18.30000005,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,11
-0.062091503,0,37.67692602,30.39507663,9.810564595,18.97142833,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,12
-0.10620915,0,37.67692602,30.39507663,9.810564595,18.97142833,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,12
-0.022900763,0,89.75921836,29.78951823,12.66483256,19.27142865,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,13
-0.044614691,0,89.75921836,29.78951823,12.66483256,19.27142865,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,13
-0.18419489,0,65.13272834,33.06664632,12.01749937,21,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,14
0.039714868,1,-89.79056256,29.80635514,11.47281967,19.47142901,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,15
0.058651977,1,309.5712025,30.45717163,12.38462728,19.18571418,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,16
0.025223499,1,309.5712025,30.45717163,12.38462728,19.18571418,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,16
0.007352941,1,128.7831378,29.27861328,12.99430404,20.21428571,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,17
-0.009279086,0,128.7831378,29.27861328,12.99430404,20.21428571,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,17
0.268551237,1,-187.264944,29.05357312,13.52043201,19.81428555,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,18
0.363171355,1,94.94751693,30.04007056,12.20775383,19.18571418,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,20
0.19219569,1,94.94751693,30.04007056,12.20775383,19.18571418,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,20
-0.009756098,0,601.753648,30.65942383,10.66764832,19.09999984,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,21
-0.023011177,0,601.753648,30.65942383,10.66764832,19.09999984,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,21
0.086614173,1,50.21747335,28.76689453,12.17309875,18.75714302,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,22
0.082386364,1,200.879519,29.8009786,10.60290731,19.01428591,wheat.winter,1,1,1,1,1,1,0,1,2,2,12,-23.18,-51.18,23
0.34214619,1,94.62160736,31.32284644,8.86394755,22.36666663,maize,1,1,1,1,1,1,0,1,2,2,4,34.03,-83.42,4
-0.096514745,0,94.62160736,31.32284644,8.86394755,22.36666663,maize,1,1,1,1,1,1,0,0,2,2,4,34.03,-83.42,4
-0.325203252,0,139.9437364,32.51622944,13.29872082,23.31666692,sorghum,1,1,1,1,1,1,0,1,2,2,4,34.03,-83.42,1
-0.533783784,0,139.9437364,32.51622944,13.29872082,23.31666692,sorghum,1,1,1,1,1,1,0,0,2,2,4,34.03,-83.42,1
0.137681159,1,351.0202647,30.75010041,10.46886026,22.23333327,sorghum,1,1,1,1,1,1,0,1,2,2,4,34.03,-83.42,2
0.010723861,1,351.0202647,30.75010041,10.46886026,22.23333327,sorghum,1,1,1,1,1,1,0,0,2,2,4,34.03,-83.42,2
1.608695652,1,272.1518319,31.83562839,13.67549379,22.98333327,sorghum,1,1,1,1,1,1,0,1,2,2,4,34.03,-83.42,3
0.072727273,1,272.1518319,31.83562839,13.67549379,22.98333327,sorghum,1,1,1,1,1,1,0,0,2,2,4,34.03,-83.42,3
0.010909091,1,967.8527934,28.63060913,-0.949326607,15.69999987,wheat.winter,1,1,1,1,1,1,0,1,2,2,4,34.03,-83.42,1
0.007604563,1,967.8527934,28.63060913,-0.949326607,15.69999987,wheat.winter,1,1,1,1,1,1,0,0,2,2,4,34.03,-83.42,1
-0.148514851,0,324.2229914,29.69283244,-0.804484029,16.56250006,wheat.winter,1,1,1,1,1,1,0,0,2,2,4,34.03,-83.42,2
-0.209923664,0,324.2229914,29.69283244,-0.804484029,16.56250006,wheat.winter,1,1,1,1,1,1,0,1,2,2,4,34.03,-83.42,2
0.051660517,1,740.7196776,28.72262777,0.121936544,16.12499988,wheat.winter,1,1,1,1,1,1,0,1,2,2,4,34.03,-83.42,3
-0.003745318,0,740.7196776,28.72262777,0.121936544,16.12499988,wheat.winter,1,1,1,1,1,1,0,0,2,2,4,34.03,-83.42,3
0,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
0,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.052631579,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.054054054,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.058823529,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.096774194,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.131578947,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.179487179,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.25,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.272727273,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.307692308,0,-312.7124507,35.76643473,5.722878241,25.58333333,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,30.83,75.87,2
-0.183577406,0,230.8490144,30.80420709,4.204730733,17.09999997,maize,1,1,1,1,1,1,0,1,2,2,4,40.52,-75.78,7
-0.843183377,0,230.8490144,30.80420709,4.204730733,17.09999997,maize,0,0,0,0,1,1,0,1,2,2,4,40.52,-75.78,7
-0.078702654,0,453.5952107,30.81367345,-6.755912781,11.69999997,wheat.winter,1,0,1,1,1,1,0,1,2,2,4,40.52,-75.78,5
-0.334341398,0,453.5952107,30.81367345,-6.755912781,11.69999997,wheat.winter,1,0,0,0,1,1,0,1,2,2,4,40.52,-75.78,5
-0.045534151,0,-303.039861,28.51987712,6.734755978,22.72500014,wheat.winter,1,1,1,1,0,0,3,3,1,1,4,29.07,77.77,3
-0.061619718,0,-303.039861,28.51987712,6.734755978,22.72500014,wheat.winter,1,1,1,1,0,0,3,3,1,1,4,29.07,77.77,3
-0.196850394,0,-277.777929,27.36826172,8.271730485,22.44999981,wheat.winter,1,1,1,1,0,0,3,3,1,1,4,29.07,77.77,1
-0.224324324,0,-277.777929,27.36826172,8.271730485,22.44999981,wheat.winter,1,1,1,1,0,0,3,3,1,1,4,29.07,77.77,1
-0.362549801,0,-277.777929,27.36826172,8.271730485,22.44999981,wheat.winter,1,1,1,1,0,0,3,3,1,1,4,29.07,77.77,1
-0.047468354,0,-303.039861,28.51987712,6.734755978,22.72500014,wheat.winter,1,1,1,1,0,0,3,3,1,1,4,29.07,77.77,3
-0.115839243,0,-277.777929,27.36826172,8.271730485,22.44999981,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,29.07,77.77,1
-0.132352941,0,-277.777929,27.36826172,8.271730485,22.44999981,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,29.07,77.77,1
-0.168067227,0,-277.777929,27.36826172,8.271730485,22.44999981,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,29.07,77.77,1
-0.02166065,0,-303.039861,28.51987712,6.734755978,22.72500014,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,29.07,77.77,3
-0.022346369,0,-303.039861,28.51987712,6.734755978,22.72500014,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,29.07,77.77,3
-0.018932874,0,-303.039861,28.51987712,6.734755978,22.72500014,wheat.winter,1,1,1,1,0,0,0,0,1,1,4,29.07,77.77,3
-0.049833887,0,-41.93640107,26.31093081,4.898145614,15.35000022,soybean,1,1,1,1,1,1,3,3,2,2,3,44.35,-85.58,7
0.350993377,1,-22.80498964,26.93363647,3.104041807,14.39999978,soybean,1,1,1,1,1,1,3,3,2,2,3,44.35,-85.58,10
0.097744361,1,15.97266839,25.54588072,4.348853327,15.64999978,soybean,1,1,1,1,1,1,3,3,2,2,3,44.35,-85.58,13
0.154320988,1,-6.36806027,25.81870787,2.25783908,14.88333352,soybean,1,1,1,1,1,1,3,3,2,2,3,44.35,-85.58,16
0.254355401,1,137.3534372,27.71552104,1.705930771,15.51666673,soybean,1,1,1,1,1,1,3,3,2,2,3,44.35,-85.58,19
-0.236720554,0,-46.18369436,35.00947029,13.8565155,27.57999992,rice,1,1,1,1,0,0,0,1,1,1,4,29.02,77.75,5
-0.202502844,0,105.0340121,34.85366132,12.72313436,27.35999985,rice,1,1,1,1,0,0,0,1,1,1,4,29.02,77.75,6
-0.23375,0,255.3288425,34.13989258,13.04171956,27.17999992,rice,1,1,1,1,0,0,0,1,1,1,4,29.02,77.75,7
-0.13,0,161.7974635,36.16642121,13.17496948,27.54000015,rice,1,1,1,1,0,0,0,1,1,1,4,29.02,77.75,8
0.102292769,1,-234.197962,28.68734741,9.304388231,24.07499981,wheat.winter,1,1,1,1,0,0,0,1,1,1,4,29.02,77.75,7
-0.037037037,0,-70.85120972,40.23806152,15.81545528,29.67999992,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,2
-0.153846154,0,32.54639832,40.72790527,18.32898343,30.08000031,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,3
-0.064516129,0,140.8708343,36.08872884,16.7794091,29.07999992,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,4
-0.0625,0,117.0641449,36.97631429,16.75303601,29.34000015,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,5
-0.03125,0,-37.45321992,38.09358317,19.64370629,30.27999992,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,6
-0.037037037,0,-70.85120972,40.23806152,15.81545528,29.67999992,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,2
-0.051282051,0,32.54639832,40.72790527,18.32898343,30.08000031,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,3
0.193548387,1,140.8708343,36.08872884,16.7794091,29.07999992,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,4
0.21875,1,117.0641449,36.97631429,16.75303601,29.34000015,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,5
0.25,1,-37.45321992,38.09358317,19.64370629,30.27999992,maize,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,6
-0.142857143,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,1
-0.3125,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,1
-0.4,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,1
-0.428571429,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,0,0,0,4,31.53,75.91,1
-0.636363636,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,0,0,0,0,0,0,0,0,4,31.53,75.91,1
-0.071428571,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,1,0,0,4,31.53,75.91,1
-0.0625,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,1,0,0,4,31.53,75.91,1
-0.2,0,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,1,0,0,4,31.53,75.91,1
0.071428571,1,-287.2853323,39.06086977,6.237086634,26.63333273,wheat.winter,1,1,1,1,0,0,0,1,0,0,4,31.53,75.91,1
